User ID,Age Group,Gender,Preferred Shopping Website,Average Monthly Spend (INR),Device Used,Payment Method,Purchase Frequency,Return Rate (%),Most Purchased Category
U4035,31-50,Male,Amazon,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Electronics
U8187,31-50,Female,Flipkart,1000-5000,Tablet,UPI,Weekly,30%,Clothing
U5135,31-50,Male,Amazon,10000+,Mobile,Credit Card,Monthly,10%,Groceries
U8878,19-30,Female,Myntra,5000-10000,Laptop,Credit Card,Weekly,20%,Clothing
U1257,19-30,Male,Amazon,1000-5000,Tablet,Cash on Delivery,Daily,30%,Electronics
U2922,19-30,Female,Flipkart,5000-10000,Tablet,Credit Card,Daily,30%,Groceries
U8951,31-50,Male,Flipkart,1000-5000,Laptop,UPI,Daily,30%,Groceries
U1922,19-30,Male,Amazon,10000+,Tablet,Credit Card,Monthly,20%,Electronics
U9536,19-30,Male,Amazon,5000-10000,Mobile,UPI,Weekly,20%,Clothing
U9728,19-30,Female,Flipkart,5000-10000,Mobile,Cash on Delivery,Monthly,20%,Groceries
U1288,0-18,Male,Flipkart,5000-10000,Laptop,Credit Card,Daily,10%,Groceries
U7217,0-18,Female,Amazon,5000-10000,Laptop,Credit Card,Daily,30%,Clothing
U2154,0-18,Female,Amazon,1000-5000,Tablet,Credit Card,Monthly,20%,Groceries
U7683,31-50,Female,Amazon,1000-5000,Tablet,Credit Card,Weekly,30%,Clothing
U9302,31-50,Female,Amazon,1000-5000,Mobile,Credit Card,Weekly,30%,Clothing
U7399,31-50,Male,Flipkart,10000+,Laptop,Credit Card,Daily,10%,Groceries
U2254,31-50,Male,Myntra,10000+,Tablet,UPI,Daily,10%,Clothing
U4547,19-30,Female,Flipkart,10000+,Laptop,Credit Card,Daily,10%,Groceries
U4503,19-30,Male,Flipkart,5000-10000,Laptop,Credit Card,Daily,20%,Clothing
U9133,0-18,Male,Myntra,5000-10000,Laptop,Credit Card,Monthly,10%,Electronics
U1021,0-18,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Daily,10%,Groceries
U3968,19-30,Female,Amazon,5000-10000,Laptop,Cash on Delivery,Monthly,10%,Groceries
U8012,19-30,Male,Flipkart,1000-5000,Tablet,Credit Card,Monthly,10%,Electronics
U9300,31-50,Male,Flipkart,5000-10000,Mobile,Cash on Delivery,Monthly,20%,Clothing
U5777,0-18,Female,Myntra,1000-5000,Tablet,UPI,Weekly,10%,Electronics
U5931,31-50,Female,Amazon,1000-5000,Mobile,Credit Card,Weekly,30%,Clothing
U5030,31-50,Female,Amazon,10000+,Tablet,Credit Card,Monthly,30%,Clothing
U6902,31-50,Male,Myntra,1000-5000,Tablet,Credit Card,Daily,10%,Clothing
U5286,31-50,Male,Myntra,5000-10000,Tablet,Credit Card,Weekly,30%,Electronics
U7931,19-30,Female,Flipkart,1000-5000,Laptop,Credit Card,Daily,30%,Groceries
U5519,31-50,Female,Myntra,10000+,Tablet,UPI,Weekly,30%,Electronics
U7347,0-18,Male,Flipkart,5000-10000,Mobile,UPI,Monthly,20%,Electronics
U2511,31-50,Female,Myntra,5000-10000,Mobile,UPI,Weekly,20%,Clothing
U1114,19-30,Male,Myntra,1000-5000,Mobile,Credit Card,Weekly,20%,Clothing
U7696,19-30,Male,Flipkart,5000-10000,Laptop,UPI,Daily,20%,Electronics
U9350,31-50,Male,Amazon,10000+,Tablet,Cash on Delivery,Monthly,30%,Clothing
U7837,31-50,Female,Myntra,10000+,Laptop,Cash on Delivery,Daily,20%,Groceries
U2046,31-50,Male,Flipkart,10000+,Laptop,UPI,Weekly,10%,Groceries
U9806,0-18,Female,Flipkart,5000-10000,Laptop,Cash on Delivery,Daily,30%,Electronics
U1236,31-50,Male,Myntra,5000-10000,Laptop,UPI,Daily,30%,Groceries
U8226,0-18,Female,Myntra,1000-5000,Tablet,Cash on Delivery,Monthly,10%,Electronics
U1427,31-50,Female,Myntra,10000+,Laptop,UPI,Monthly,20%,Groceries
U8744,0-18,Male,Myntra,1000-5000,Mobile,Cash on Delivery,Weekly,30%,Electronics
U6629,19-30,Female,Amazon,10000+,Tablet,Cash on Delivery,Weekly,20%,Electronics
U6597,19-30,Male,Myntra,10000+,Laptop,UPI,Daily,10%,Electronics
U6730,19-30,Female,Myntra,10000+,Tablet,UPI,Daily,20%,Groceries
U8734,19-30,Female,Amazon,10000+,Laptop,Cash on Delivery,Daily,20%,Groceries
U8442,19-30,Female,Flipkart,10000+,Tablet,Cash on Delivery,Weekly,30%,Groceries
U3567,31-50,Male,Flipkart,1000-5000,Laptop,UPI,Daily,10%,Groceries
U2923,31-50,Male,Flipkart,10000+,Tablet,UPI,Weekly,10%,Clothing
U2114,31-50,Female,Myntra,1000-5000,Tablet,Credit Card,Daily,30%,Electronics
U3761,0-18,Male,Flipkart,1000-5000,Laptop,Cash on Delivery,Weekly,30%,Groceries
U6916,31-50,Male,Amazon,10000+,Mobile,Cash on Delivery,Daily,10%,Clothing
U4042,19-30,Female,Myntra,5000-10000,Laptop,Credit Card,Daily,30%,Electronics
U7103,31-50,Female,Myntra,1000-5000,Laptop,Credit Card,Monthly,10%,Clothing
U8544,31-50,Male,Amazon,1000-5000,Tablet,Credit Card,Daily,10%,Groceries
U4072,0-18,Female,Myntra,5000-10000,Mobile,Credit Card,Monthly,10%,Electronics
U5472,0-18,Female,Amazon,5000-10000,Tablet,UPI,Weekly,20%,Groceries
U8417,0-18,Female,Flipkart,10000+,Mobile,Cash on Delivery,Monthly,30%,Clothing
U8432,31-50,Male,Amazon,5000-10000,Laptop,Credit Card,Daily,20%,Groceries
U2024,0-18,Female,Flipkart,10000+,Laptop,Credit Card,Daily,10%,Electronics
U7595,31-50,Female,Amazon,1000-5000,Tablet,Credit Card,Weekly,20%,Clothing
U5823,19-30,Female,Flipkart,10000+,Tablet,Credit Card,Daily,10%,Clothing
U3178,19-30,Female,Amazon,1000-5000,Mobile,UPI,Weekly,10%,Electronics
U7372,19-30,Male,Amazon,10000+,Mobile,UPI,Monthly,20%,Electronics
U5469,0-18,Male,Myntra,5000-10000,Tablet,Credit Card,Daily,30%,Clothing
U3158,31-50,Female,Myntra,1000-5000,Mobile,Credit Card,Monthly,30%,Clothing
U1940,19-30,Female,Myntra,5000-10000,Mobile,Credit Card,Daily,30%,Clothing
U9811,31-50,Male,Flipkart,5000-10000,Laptop,Credit Card,Monthly,30%,Electronics
U3100,19-30,Female,Amazon,10000+,Laptop,UPI,Daily,20%,Groceries
U2404,31-50,Female,Amazon,10000+,Laptop,Cash on Delivery,Weekly,20%,Groceries
U5670,0-18,Male,Amazon,10000+,Tablet,Credit Card,Monthly,20%,Electronics
U3970,19-30,Male,Flipkart,1000-5000,Laptop,Credit Card,Daily,20%,Electronics
U8906,19-30,Male,Amazon,5000-10000,Tablet,UPI,Weekly,30%,Electronics
U5601,19-30,Female,Amazon,5000-10000,Mobile,UPI,Daily,20%,Groceries
U9963,31-50,Male,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,10%,Clothing
U4907,19-30,Male,Flipkart,5000-10000,Mobile,Credit Card,Weekly,10%,Clothing
U7175,0-18,Male,Amazon,10000+,Tablet,UPI,Monthly,10%,Electronics
U5511,31-50,Male,Myntra,10000+,Mobile,Credit Card,Weekly,10%,Clothing
U6322,0-18,Male,Flipkart,10000+,Tablet,UPI,Monthly,30%,Electronics
U3554,0-18,Female,Amazon,1000-5000,Tablet,Credit Card,Monthly,30%,Clothing
U2244,19-30,Male,Myntra,5000-10000,Mobile,Credit Card,Monthly,10%,Electronics
U1786,19-30,Female,Flipkart,1000-5000,Mobile,Cash on Delivery,Monthly,30%,Electronics
U3884,0-18,Female,Amazon,5000-10000,Laptop,Cash on Delivery,Daily,20%,Electronics
U4744,31-50,Male,Myntra,1000-5000,Laptop,Cash on Delivery,Monthly,10%,Electronics
U9357,19-30,Male,Flipkart,1000-5000,Laptop,Credit Card,Monthly,10%,Groceries
U6435,31-50,Male,Flipkart,5000-10000,Tablet,Credit Card,Daily,20%,Groceries
U3366,19-30,Male,Flipkart,10000+,Mobile,UPI,Weekly,10%,Clothing
U1253,19-30,Male,Myntra,5000-10000,Mobile,UPI,Daily,30%,Groceries
U1487,0-18,Female,Myntra,10000+,Tablet,UPI,Weekly,20%,Clothing
U3321,31-50,Male,Amazon,10000+,Tablet,Credit Card,Daily,20%,Groceries
U5787,0-18,Male,Flipkart,10000+,Mobile,Cash on Delivery,Monthly,30%,Clothing
U1300,31-50,Male,Flipkart,5000-10000,Tablet,Credit Card,Weekly,10%,Groceries
U1296,19-30,Male,Amazon,1000-5000,Laptop,UPI,Weekly,30%,Electronics
U4729,0-18,Male,Myntra,5000-10000,Laptop,Cash on Delivery,Monthly,10%,Electronics
U6050,19-30,Female,Flipkart,1000-5000,Laptop,UPI,Monthly,10%,Electronics
U3658,31-50,Female,Myntra,1000-5000,Laptop,Cash on Delivery,Daily,30%,Groceries
U6608,31-50,Female,Myntra,5000-10000,Laptop,UPI,Daily,30%,Groceries
U7941,0-18,Female,Amazon,5000-10000,Laptop,UPI,Daily,10%,Electronics
U8600,0-18,Female,Myntra,5000-10000,Laptop,Cash on Delivery,Monthly,30%,Groceries
U9806,0-18,Male,Flipkart,10000+,Laptop,Credit Card,Weekly,20%,Electronics
U6560,19-30,Male,Myntra,5000-10000,Mobile,Cash on Delivery,Weekly,20%,Electronics
U7013,0-18,Female,Amazon,1000-5000,Tablet,UPI,Weekly,30%,Clothing
U7586,19-30,Female,Myntra,5000-10000,Mobile,Cash on Delivery,Weekly,20%,Clothing
U7973,0-18,Male,Flipkart,1000-5000,Laptop,Cash on Delivery,Monthly,30%,Electronics
U8652,31-50,Male,Flipkart,10000+,Laptop,Cash on Delivery,Weekly,20%,Groceries
U2225,0-18,Female,Amazon,1000-5000,Mobile,Credit Card,Daily,20%,Electronics
U1977,31-50,Female,Amazon,10000+,Mobile,UPI,Daily,30%,Groceries
U9646,31-50,Female,Myntra,10000+,Mobile,Cash on Delivery,Monthly,30%,Clothing
U1374,31-50,Male,Myntra,1000-5000,Tablet,UPI,Weekly,20%,Electronics
U4431,19-30,Female,Myntra,1000-5000,Mobile,UPI,Monthly,20%,Groceries
U3587,0-18,Male,Myntra,5000-10000,Mobile,Credit Card,Daily,30%,Electronics
U9724,0-18,Male,Myntra,5000-10000,Mobile,Cash on Delivery,Weekly,30%,Groceries
U5289,31-50,Female,Amazon,5000-10000,Laptop,UPI,Daily,20%,Electronics
U2565,31-50,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Weekly,10%,Electronics
U6228,31-50,Male,Amazon,10000+,Mobile,UPI,Daily,30%,Clothing
U8842,19-30,Female,Myntra,5000-10000,Tablet,Credit Card,Monthly,10%,Clothing
U9528,31-50,Female,Myntra,5000-10000,Tablet,Cash on Delivery,Daily,20%,Clothing
U6636,19-30,Male,Myntra,1000-5000,Tablet,Credit Card,Weekly,20%,Electronics
U5069,31-50,Male,Myntra,1000-5000,Mobile,Credit Card,Daily,20%,Clothing
U7400,0-18,Female,Amazon,5000-10000,Tablet,Credit Card,Weekly,20%,Clothing
U5505,31-50,Female,Amazon,1000-5000,Tablet,Credit Card,Monthly,10%,Clothing
U5893,31-50,Female,Flipkart,1000-5000,Tablet,UPI,Daily,20%,Groceries
U1391,0-18,Male,Flipkart,5000-10000,Tablet,Credit Card,Weekly,10%,Groceries
U9606,31-50,Male,Flipkart,5000-10000,Tablet,Credit Card,Weekly,20%,Groceries
U7080,31-50,Male,Myntra,10000+,Mobile,UPI,Daily,20%,Groceries
U1891,0-18,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Daily,20%,Electronics
U8749,0-18,Female,Myntra,1000-5000,Tablet,Cash on Delivery,Weekly,10%,Electronics
U5653,0-18,Male,Amazon,10000+,Laptop,UPI,Monthly,10%,Clothing
U3822,19-30,Male,Amazon,5000-10000,Mobile,Credit Card,Monthly,30%,Groceries
U4324,19-30,Female,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,20%,Clothing
U6717,31-50,Female,Amazon,10000+,Mobile,UPI,Weekly,10%,Electronics
U3776,19-30,Male,Flipkart,5000-10000,Laptop,UPI,Monthly,10%,Electronics
U2005,19-30,Male,Myntra,10000+,Tablet,UPI,Weekly,20%,Clothing
U2562,19-30,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Weekly,30%,Clothing
U7828,31-50,Female,Amazon,10000+,Mobile,Credit Card,Monthly,30%,Groceries
U1217,31-50,Male,Flipkart,5000-10000,Mobile,UPI,Daily,20%,Clothing
U4255,31-50,Male,Myntra,1000-5000,Mobile,Cash on Delivery,Monthly,20%,Groceries
U6485,31-50,Male,Myntra,5000-10000,Tablet,Credit Card,Monthly,10%,Clothing
U2556,0-18,Male,Amazon,10000+,Laptop,Cash on Delivery,Daily,30%,Groceries
U2552,19-30,Male,Myntra,5000-10000,Mobile,Credit Card,Weekly,10%,Clothing
U8253,0-18,Male,Myntra,1000-5000,Mobile,Cash on Delivery,Monthly,30%,Groceries
U8817,19-30,Female,Flipkart,10000+,Tablet,UPI,Monthly,20%,Electronics
U4590,31-50,Male,Myntra,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Electronics
U6054,31-50,Male,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,20%,Groceries
U1800,31-50,Female,Myntra,5000-10000,Laptop,Cash on Delivery,Daily,30%,Electronics
U5026,31-50,Female,Myntra,5000-10000,Mobile,Credit Card,Daily,20%,Groceries
U1112,0-18,Female,Flipkart,10000+,Tablet,UPI,Weekly,10%,Electronics
U3394,31-50,Male,Flipkart,10000+,Laptop,Credit Card,Daily,30%,Clothing
U5483,31-50,Male,Flipkart,1000-5000,Mobile,Cash on Delivery,Monthly,10%,Electronics
U5506,0-18,Male,Myntra,10000+,Tablet,Cash on Delivery,Monthly,20%,Groceries
U3360,19-30,Male,Myntra,5000-10000,Tablet,UPI,Daily,30%,Clothing
U9050,0-18,Female,Flipkart,5000-10000,Laptop,Cash on Delivery,Weekly,30%,Groceries
U2367,31-50,Female,Myntra,5000-10000,Laptop,Cash on Delivery,Daily,20%,Clothing
U9356,19-30,Female,Flipkart,1000-5000,Mobile,Credit Card,Daily,30%,Electronics
U3270,0-18,Female,Amazon,1000-5000,Tablet,UPI,Monthly,10%,Groceries
U9120,0-18,Male,Amazon,5000-10000,Mobile,Credit Card,Weekly,30%,Groceries
U2529,31-50,Male,Amazon,1000-5000,Tablet,UPI,Weekly,20%,Electronics
U8618,0-18,Female,Myntra,5000-10000,Mobile,Cash on Delivery,Daily,30%,Groceries
U6623,31-50,Female,Amazon,10000+,Tablet,UPI,Weekly,30%,Clothing
U9776,31-50,Male,Myntra,1000-5000,Laptop,UPI,Weekly,20%,Electronics
U2790,0-18,Male,Myntra,10000+,Laptop,Cash on Delivery,Monthly,30%,Clothing
U8217,31-50,Female,Amazon,10000+,Mobile,UPI,Daily,30%,Clothing
U4405,19-30,Female,Flipkart,10000+,Laptop,Credit Card,Weekly,30%,Groceries
U5338,19-30,Male,Myntra,5000-10000,Mobile,UPI,Monthly,10%,Clothing
U5831,31-50,Female,Flipkart,1000-5000,Tablet,UPI,Daily,10%,Groceries
U2505,0-18,Female,Flipkart,5000-10000,Tablet,Credit Card,Weekly,10%,Clothing
U3443,31-50,Male,Amazon,10000+,Tablet,Cash on Delivery,Weekly,20%,Electronics
U2238,31-50,Female,Myntra,10000+,Tablet,Credit Card,Daily,30%,Groceries
U8527,0-18,Male,Flipkart,5000-10000,Mobile,Credit Card,Daily,20%,Clothing
U7474,0-18,Male,Amazon,1000-5000,Laptop,Cash on Delivery,Weekly,20%,Electronics
U7304,0-18,Female,Myntra,5000-10000,Mobile,Credit Card,Weekly,30%,Groceries
U9965,31-50,Male,Myntra,10000+,Tablet,UPI,Weekly,20%,Groceries
U9519,0-18,Male,Flipkart,1000-5000,Tablet,Credit Card,Weekly,20%,Electronics
U1946,31-50,Female,Amazon,5000-10000,Tablet,Credit Card,Monthly,10%,Electronics
U5162,31-50,Female,Myntra,1000-5000,Mobile,Cash on Delivery,Daily,20%,Clothing
U2336,31-50,Male,Myntra,5000-10000,Tablet,UPI,Monthly,20%,Clothing
U1753,19-30,Male,Amazon,1000-5000,Tablet,Credit Card,Weekly,20%,Clothing
U1617,0-18,Male,Myntra,10000+,Tablet,Credit Card,Weekly,10%,Clothing
U1189,31-50,Female,Myntra,10000+,Laptop,Credit Card,Weekly,20%,Clothing
U3870,19-30,Female,Myntra,5000-10000,Tablet,Credit Card,Daily,30%,Electronics
U5935,31-50,Female,Flipkart,5000-10000,Tablet,UPI,Daily,10%,Electronics
U6263,31-50,Male,Flipkart,10000+,Mobile,Cash on Delivery,Daily,30%,Groceries
U2357,0-18,Male,Amazon,5000-10000,Laptop,Credit Card,Monthly,10%,Groceries
U1850,0-18,Female,Flipkart,1000-5000,Mobile,Credit Card,Weekly,20%,Groceries
U6042,0-18,Female,Amazon,5000-10000,Laptop,Credit Card,Weekly,10%,Groceries
U5159,31-50,Female,Flipkart,5000-10000,Tablet,UPI,Weekly,30%,Clothing
U4445,19-30,Female,Flipkart,1000-5000,Laptop,UPI,Weekly,10%,Electronics
U3922,0-18,Male,Myntra,10000+,Tablet,UPI,Monthly,20%,Groceries
U1863,31-50,Female,Amazon,1000-5000,Mobile,UPI,Daily,10%,Groceries
U6068,31-50,Male,Amazon,1000-5000,Mobile,Credit Card,Daily,10%,Groceries
U9075,19-30,Female,Myntra,5000-10000,Mobile,UPI,Daily,20%,Clothing
U8678,31-50,Male,Amazon,5000-10000,Laptop,Credit Card,Daily,10%,Groceries
U7251,19-30,Male,Myntra,10000+,Mobile,Credit Card,Daily,30%,Groceries
U3324,31-50,Male,Myntra,5000-10000,Mobile,UPI,Monthly,30%,Groceries
U1192,19-30,Female,Flipkart,5000-10000,Laptop,Cash on Delivery,Monthly,10%,Electronics
U1215,0-18,Female,Flipkart,1000-5000,Laptop,UPI,Monthly,10%,Clothing
U8181,0-18,Female,Myntra,10000+,Tablet,Credit Card,Daily,30%,Electronics
U4893,31-50,Female,Amazon,10000+,Laptop,Cash on Delivery,Daily,20%,Electronics
U5260,0-18,Male,Amazon,5000-10000,Mobile,Credit Card,Monthly,20%,Groceries
U9534,31-50,Female,Amazon,10000+,Mobile,UPI,Daily,20%,Electronics
U9198,19-30,Female,Myntra,10000+,Laptop,Cash on Delivery,Daily,10%,Clothing
U5953,19-30,Male,Amazon,10000+,Tablet,Cash on Delivery,Weekly,30%,Groceries
U2867,19-30,Male,Myntra,1000-5000,Tablet,UPI,Weekly,10%,Groceries
U4186,0-18,Female,Myntra,1000-5000,Mobile,Cash on Delivery,Daily,30%,Clothing
U6343,19-30,Male,Myntra,5000-10000,Mobile,Credit Card,Daily,10%,Clothing
U2999,19-30,Female,Amazon,5000-10000,Mobile,Credit Card,Weekly,30%,Electronics
U5016,31-50,Male,Myntra,1000-5000,Tablet,Cash on Delivery,Monthly,20%,Clothing
U9318,19-30,Male,Flipkart,5000-10000,Laptop,Credit Card,Daily,30%,Clothing
U7767,31-50,Male,Myntra,1000-5000,Tablet,Credit Card,Weekly,30%,Clothing
U7696,0-18,Male,Myntra,10000+,Tablet,Cash on Delivery,Monthly,10%,Electronics
U9657,31-50,Female,Myntra,10000+,Mobile,UPI,Monthly,20%,Electronics
U7107,31-50,Male,Flipkart,10000+,Laptop,Cash on Delivery,Daily,10%,Groceries
U5724,19-30,Female,Flipkart,5000-10000,Tablet,Cash on Delivery,Monthly,30%,Groceries
U7997,0-18,Male,Flipkart,1000-5000,Tablet,Credit Card,Daily,10%,Clothing
U2775,19-30,Male,Flipkart,1000-5000,Laptop,Cash on Delivery,Weekly,20%,Clothing
U5625,19-30,Female,Myntra,5000-10000,Laptop,Cash on Delivery,Monthly,20%,Electronics
U4321,19-30,Female,Amazon,10000+,Laptop,UPI,Monthly,30%,Clothing
U4712,19-30,Female,Flipkart,10000+,Laptop,Credit Card,Daily,30%,Groceries
U1430,31-50,Female,Flipkart,5000-10000,Mobile,Cash on Delivery,Weekly,30%,Groceries
U4832,31-50,Male,Myntra,5000-10000,Tablet,UPI,Daily,20%,Groceries
U8076,0-18,Female,Myntra,1000-5000,Laptop,Cash on Delivery,Monthly,30%,Groceries
U9934,0-18,Female,Myntra,1000-5000,Mobile,UPI,Daily,10%,Electronics
U1297,19-30,Female,Myntra,1000-5000,Tablet,Cash on Delivery,Daily,20%,Clothing
U4846,0-18,Female,Myntra,10000+,Tablet,UPI,Monthly,30%,Groceries
U3297,0-18,Female,Amazon,1000-5000,Tablet,Cash on Delivery,Monthly,10%,Clothing
U8392,19-30,Female,Amazon,1000-5000,Mobile,Credit Card,Weekly,20%,Groceries
U3243,31-50,Male,Myntra,10000+,Laptop,UPI,Weekly,10%,Groceries
U2781,31-50,Female,Myntra,10000+,Mobile,Cash on Delivery,Monthly,10%,Groceries
U5140,0-18,Female,Myntra,5000-10000,Mobile,UPI,Monthly,20%,Clothing
U3959,0-18,Male,Myntra,1000-5000,Laptop,UPI,Monthly,20%,Electronics
U2216,19-30,Male,Flipkart,5000-10000,Mobile,Credit Card,Monthly,10%,Clothing
U5338,31-50,Male,Myntra,1000-5000,Tablet,Cash on Delivery,Daily,10%,Clothing
U2476,31-50,Female,Flipkart,10000+,Tablet,Credit Card,Monthly,20%,Electronics
U5396,0-18,Female,Amazon,1000-5000,Laptop,Cash on Delivery,Monthly,30%,Clothing
U2001,31-50,Male,Amazon,5000-10000,Mobile,UPI,Weekly,30%,Clothing
U2061,31-50,Male,Flipkart,5000-10000,Tablet,Credit Card,Monthly,10%,Electronics
U8308,19-30,Female,Flipkart,10000+,Laptop,UPI,Daily,10%,Clothing
U5977,31-50,Female,Myntra,1000-5000,Mobile,Credit Card,Daily,20%,Electronics
U4090,19-30,Female,Amazon,10000+,Tablet,Cash on Delivery,Daily,20%,Electronics
U9255,31-50,Male,Flipkart,5000-10000,Mobile,UPI,Daily,10%,Clothing
U2757,0-18,Male,Myntra,1000-5000,Mobile,UPI,Monthly,20%,Groceries
U3183,31-50,Male,Amazon,5000-10000,Laptop,Cash on Delivery,Daily,20%,Clothing
U8737,31-50,Male,Flipkart,5000-10000,Tablet,UPI,Weekly,10%,Clothing
U6352,0-18,Male,Myntra,1000-5000,Laptop,UPI,Daily,10%,Clothing
U2149,19-30,Male,Myntra,1000-5000,Laptop,UPI,Daily,10%,Clothing
U4983,31-50,Female,Myntra,5000-10000,Laptop,Credit Card,Monthly,20%,Electronics
U7679,31-50,Female,Myntra,10000+,Mobile,UPI,Daily,30%,Electronics
U3666,31-50,Male,Flipkart,10000+,Mobile,Cash on Delivery,Monthly,10%,Groceries
U4583,0-18,Male,Amazon,1000-5000,Laptop,Cash on Delivery,Weekly,10%,Electronics
U3088,19-30,Male,Amazon,1000-5000,Mobile,Cash on Delivery,Monthly,10%,Groceries
U2761,0-18,Male,Myntra,5000-10000,Laptop,UPI,Weekly,10%,Groceries
U1445,19-30,Male,Amazon,5000-10000,Laptop,Cash on Delivery,Daily,30%,Electronics
U8332,19-30,Female,Myntra,1000-5000,Tablet,Cash on Delivery,Weekly,10%,Clothing
U4645,31-50,Female,Myntra,10000+,Laptop,Cash on Delivery,Daily,20%,Clothing
U2694,19-30,Male,Amazon,10000+,Mobile,Credit Card,Monthly,10%,Clothing
U8760,19-30,Male,Flipkart,1000-5000,Laptop,UPI,Daily,30%,Groceries
U7598,0-18,Male,Myntra,5000-10000,Mobile,Credit Card,Monthly,30%,Clothing
U9717,19-30,Female,Amazon,10000+,Tablet,Cash on Delivery,Daily,20%,Clothing
U3580,19-30,Female,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,20%,Groceries
U3765,31-50,Female,Flipkart,1000-5000,Mobile,Cash on Delivery,Monthly,20%,Groceries
U2546,0-18,Female,Amazon,5000-10000,Laptop,UPI,Daily,20%,Clothing
U3780,19-30,Male,Myntra,10000+,Laptop,Credit Card,Monthly,30%,Electronics
U7676,0-18,Female,Flipkart,10000+,Laptop,Cash on Delivery,Weekly,10%,Clothing
U3039,31-50,Male,Myntra,10000+,Tablet,Cash on Delivery,Weekly,10%,Clothing
U8787,0-18,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Daily,10%,Clothing
U6171,31-50,Male,Myntra,1000-5000,Tablet,Cash on Delivery,Monthly,10%,Groceries
U3981,0-18,Female,Myntra,5000-10000,Mobile,Credit Card,Monthly,20%,Electronics
U4790,19-30,Female,Myntra,1000-5000,Mobile,UPI,Monthly,20%,Electronics
U1937,19-30,Female,Flipkart,5000-10000,Tablet,Credit Card,Monthly,20%,Groceries
U3282,31-50,Male,Myntra,10000+,Tablet,UPI,Monthly,30%,Clothing
U1278,31-50,Female,Amazon,10000+,Mobile,Cash on Delivery,Daily,10%,Clothing
U3020,0-18,Male,Amazon,10000+,Laptop,Cash on Delivery,Monthly,30%,Groceries
U4898,0-18,Female,Flipkart,10000+,Tablet,Credit Card,Monthly,10%,Electronics
U4226,19-30,Female,Flipkart,10000+,Laptop,Credit Card,Daily,30%,Groceries
U7918,31-50,Male,Myntra,1000-5000,Tablet,UPI,Monthly,10%,Groceries
U9949,31-50,Male,Myntra,10000+,Laptop,Cash on Delivery,Monthly,20%,Clothing
U8503,19-30,Female,Amazon,5000-10000,Mobile,Credit Card,Monthly,10%,Clothing
U9852,0-18,Female,Amazon,10000+,Laptop,UPI,Daily,10%,Clothing
U4822,31-50,Female,Myntra,5000-10000,Tablet,UPI,Daily,30%,Groceries
U9911,19-30,Male,Flipkart,10000+,Laptop,Cash on Delivery,Monthly,30%,Groceries
U7790,0-18,Female,Flipkart,1000-5000,Mobile,UPI,Weekly,30%,Clothing
U5123,0-18,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Weekly,10%,Groceries
U7412,0-18,Female,Amazon,5000-10000,Mobile,Cash on Delivery,Daily,10%,Groceries
U3852,19-30,Female,Flipkart,1000-5000,Tablet,Credit Card,Daily,30%,Electronics
U4382,0-18,Male,Amazon,5000-10000,Tablet,UPI,Weekly,20%,Electronics
U9070,0-18,Male,Amazon,10000+,Mobile,UPI,Daily,10%,Clothing
U6489,19-30,Male,Flipkart,10000+,Laptop,UPI,Weekly,20%,Groceries
U6730,19-30,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Clothing
U1957,31-50,Male,Flipkart,1000-5000,Tablet,Credit Card,Daily,30%,Clothing
U9949,0-18,Female,Amazon,5000-10000,Mobile,UPI,Weekly,30%,Electronics
U8753,31-50,Male,Flipkart,5000-10000,Tablet,UPI,Daily,30%,Clothing
U6821,31-50,Male,Flipkart,10000+,Mobile,Cash on Delivery,Daily,10%,Electronics
U7063,19-30,Male,Myntra,5000-10000,Laptop,Cash on Delivery,Daily,10%,Clothing
U6252,0-18,Female,Amazon,5000-10000,Laptop,Credit Card,Weekly,30%,Clothing
U8315,19-30,Male,Amazon,1000-5000,Laptop,Cash on Delivery,Monthly,10%,Groceries
U7657,0-18,Male,Myntra,1000-5000,Tablet,Cash on Delivery,Monthly,10%,Groceries
U5338,31-50,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Monthly,10%,Clothing
U9554,0-18,Male,Myntra,5000-10000,Tablet,Credit Card,Weekly,30%,Clothing
U3733,0-18,Female,Flipkart,10000+,Mobile,Credit Card,Daily,30%,Electronics
U8681,31-50,Female,Amazon,5000-10000,Mobile,Credit Card,Monthly,20%,Clothing
U8825,0-18,Female,Flipkart,5000-10000,Tablet,Cash on Delivery,Weekly,10%,Electronics
U6215,0-18,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Daily,10%,Clothing
U9338,0-18,Female,Flipkart,1000-5000,Tablet,Credit Card,Weekly,10%,Electronics
